table_id,population,population_note,dimension,metric,analysis,quantity,definition,n_records,tag_majority_positive_n,estimate,estimate_status,estimate_undefined_reason,confidence_level,ci_lower,ci_upper,interval_status,bootstrap_requested,bootstrap_valid,bootstrap_invalid,bootstrap_invalid_reasons,bootstrap_seed,interval_method
PWA1T018,hard_case,DIAGNOSTIC — non-representative,Research Domains,MASI,Analysis 2 — Pairwise α between Fable 5 and each human,alpha_LA,"α(L,A)",75,,0.4171614627845136,defined,,0.95,0.3187069060430526,0.5130876123353938,reported,2000,2000,0,,20260917,"percentile (Hyndman-Fan Type 7), joint record-level bootstrap"
PWA1T018,hard_case,DIAGNOSTIC — non-representative,Research Domains,MASI,Analysis 2 — Pairwise α between Fable 5 and each human,alpha_LB,"α(L,B)",75,,0.443541430476211,defined,,0.95,0.339904042036471,0.5468776584556011,reported,2000,2000,0,,20260917,"percentile (Hyndman-Fan Type 7), joint record-level bootstrap"
PWA1T018,hard_case,DIAGNOSTIC — non-representative,Research Domains,MASI,Analysis 2 — Pairwise α between Fable 5 and each human,alpha_LC,"α(L,C)",75,,0.41807220876134155,defined,,0.95,0.31232639879267476,0.5194857111063463,reported,2000,2000,0,,20260917,"percentile (Hyndman-Fan Type 7), joint record-level bootstrap"
