table_id,population,population_note,dimension,metric,analysis,quantity,definition,n_records,tag_majority_positive_n,estimate,estimate_status,estimate_undefined_reason,confidence_level,ci_lower,ci_upper,interval_status,bootstrap_requested,bootstrap_valid,bootstrap_invalid,bootstrap_invalid_reasons,bootstrap_seed,interval_method
PWA1T021,hard_case,DIAGNOSTIC — non-representative,Analytical Purposes,MASI,Analysis 1 — Pairwise α among humans,alpha_AB,"α(A,B)",75,,0.3714515780112011,defined,,0.95,0.23839177685922458,0.49910219710238113,reported,2000,2000,0,,20260917,"percentile (Hyndman-Fan Type 7), joint record-level bootstrap"
PWA1T021,hard_case,DIAGNOSTIC — non-representative,Analytical Purposes,MASI,Analysis 1 — Pairwise α among humans,alpha_AC,"α(A,C)",75,,0.2769938103364833,defined,,0.95,0.1353473301055273,0.4086803772096145,reported,2000,2000,0,,20260917,"percentile (Hyndman-Fan Type 7), joint record-level bootstrap"
PWA1T021,hard_case,DIAGNOSTIC — non-representative,Analytical Purposes,MASI,Analysis 1 — Pairwise α among humans,alpha_BC,"α(B,C)",75,,0.20593833269889605,defined,,0.95,0.049948437306719065,0.34508314985105537,reported,2000,2000,0,,20260917,"percentile (Hyndman-Fan Type 7), joint record-level bootstrap"
