figure_id,role,population,dimension,source_table_id,source_row_key,quantity,series,label,source_value_string,plot_value,interval_lower_string,interval_lower,interval_upper_string,interval_upper,estimate_status,interval_status,interval_method,confidence_level_wording,sample_size_string,sample_size,sample_unit,support_band,exported_caution,unavailable_reason,human_majority_positive_n_string,human_majority_positive_n,model_positive_n_string,model_positive_n,fp_string,fp,fn_string,fn,performance_metrics_reportable,pair_family,relation,eligible_pairs_string,eligible_pairs,pair_count_string,pair_count,empty_set_pairs_string,empty_set_pairs,nonempty_proportion_status
figure_6,plotted,baseline,Analytical Purposes,S3T002,alpha ABL,alpha ABL,alpha,,0.35754042811994313,0.35754042811994313,0.2886426406123174,0.2886426406123174,0.4208494231896885,0.4208494231896885,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,150 records,150,records,,,,,,,,,,,,,,,,,,,,,
figure_6,plotted,baseline,Analytical Purposes,S3T002,delta_A,delta_A,delta,,-0.016493292849379948,-0.016493292849379948,-0.06337903648234683,-0.06337903648234683,0.030864771560157517,0.030864771560157517,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,150 records,150,records,,,,,,,,,,,,,,,,,,,,,
figure_6,plotted,baseline,Analytical Purposes,S3T002,delta_B,delta_B,delta,,-0.04266825138963548,-0.04266825138963548,-0.09007301341769156,-0.09007301341769156,0.004732355849434691,0.004732355849434691,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,150 records,150,records,,,,,,,,,,,,,,,,,,,,,
figure_6,plotted,baseline,Analytical Purposes,S3T002,delta_C,delta_C,delta,,0.06543028157053765,0.06543028157053765,0.007164737080570046,0.007164737080570046,0.12509711575806076,0.12509711575806076,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,150 records,150,records,,,,,,,,,,,,,,,,,,,,,
figure_6,plotted,baseline,Analytical Purposes,S3T002,delta_min,delta_min,delta,,-0.04266825138963548,-0.04266825138963548,-0.09028046253808193,-0.09028046253808193,-0.002141124278556386,-0.002141124278556386,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,150 records,150,records,,,,,,,,,,,,,,,,,,,,,
figure_6,plotted,baseline,COVID-19 tag,S2T002,alpha ABC,alpha ABC,alpha,,0.9397477187332259,0.9397477187332259,0.8355110514104286,0.8355110514104286,1.0,1.0,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,150 records,150,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_6,plotted,baseline,COVID-19 tag,S2T002,alpha LBC,alpha LBC,alpha,,0.9397477187332259,0.9397477187332259,0.8355110514104286,0.8355110514104286,1.0,1.0,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,150 records,150,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_6,plotted,baseline,COVID-19 tag,S2T002,alpha ALC,alpha ALC,alpha,,0.9412342124206531,0.9412342124206531,0.84285,0.84285,1.0,1.0,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,150 records,150,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_6,plotted,baseline,COVID-19 tag,S2T002,alpha ABL,alpha ABL,alpha,,0.971320899335718,0.971320899335718,0.9021146718988445,0.9021146718988445,1.0,1.0,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,150 records,150,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_6,plotted,baseline,COVID-19 tag,S2T002,delta_A,delta_A,delta,,0.0,0.0,0.0,0.0,0.0,0.0,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,150 records,150,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_6,plotted,baseline,COVID-19 tag,S2T002,delta_B,delta_B,delta,,0.0014864936874271484,0.0014864936874271484,0.0,0.0,0.01283426004269339,0.01283426004269339,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,150 records,150,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_6,plotted,baseline,COVID-19 tag,S2T002,delta_C,delta_C,delta,,0.031573180602492035,0.031573180602492035,0.0,0.0,0.10967045588780952,0.10967045588780952,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,150 records,150,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_6,plotted,baseline,COVID-19 tag,S2T002,delta_min,delta_min,delta,,0.0,0.0,0.0,0.0,0.0,0.0,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,150 records,150,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_6,plotted,baseline,Demographic disparities / equity tag,S2T001,alpha ABC,alpha ABC,alpha,,0.5124552887072049,0.5124552887072049,0.2997067814586063,0.2997067814586063,0.6908777969018933,0.6908777969018933,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,150 records,150,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_6,plotted,baseline,Demographic disparities / equity tag,S2T001,alpha LBC,alpha LBC,alpha,,0.46846749892380535,0.46846749892380535,0.2716950527169506,0.2716950527169506,0.6445285010555947,0.6445285010555947,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,150 records,150,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_6,plotted,baseline,Demographic disparities / equity tag,S2T001,alpha ALC,alpha ALC,alpha,,0.43107544480228077,0.43107544480228077,0.23951035491569783,0.23951035491569783,0.5970117734016156,0.5970117734016156,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,150 records,150,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_6,plotted,baseline,Demographic disparities / equity tag,S2T001,alpha ABL,alpha ABL,alpha,,0.45243902439024386,0.45243902439024386,0.2394756503414479,0.2394756503414479,0.6331832352230231,0.6331832352230231,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,150 records,150,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_6,plotted,baseline,Demographic disparities / equity tag,S2T001,delta_A,delta_A,delta,,-0.04398778978339957,-0.04398778978339957,-0.18119918007452346,-0.18119918007452346,0.10390140935829086,0.10390140935829086,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,150 records,150,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_6,plotted,baseline,Demographic disparities / equity tag,S2T001,delta_B,delta_B,delta,,-0.08137984390492414,-0.08137984390492414,-0.17407822293304956,-0.17407822293304956,0.004117088549351349,0.004117088549351349,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,150 records,150,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_6,plotted,baseline,Demographic disparities / equity tag,S2T001,delta_C,delta_C,delta,,-0.060016264316961054,-0.060016264316961054,-0.18929305820359502,-0.18929305820359502,0.06963786707298113,0.06963786707298113,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,150 records,150,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_6,plotted,baseline,Demographic disparities / equity tag,S2T001,delta_min,delta_min,delta,,-0.08137984390492414,-0.08137984390492414,-0.2020064067359965,-0.2020064067359965,-0.006490658978949588,-0.006490658978949588,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,150 records,150,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_6,plotted,hard_case,Research Domains,S3T007,alpha ABC,alpha ABC,alpha,,0.46228781652079254,0.46228781652079254,0.3730037856301725,0.3730037856301725,0.543845795271844,0.543845795271844,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,75 records,75,records,,,,,,,,,,,,,,,,,,,,,
figure_6,plotted,hard_case,Research Domains,S3T007,alpha LBC,alpha LBC,alpha,,0.4386641380008872,0.4386641380008872,0.3530109383538907,0.3530109383538907,0.5208516106981966,0.5208516106981966,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,75 records,75,records,,,,,,,,,,,,,,,,,,,,,
figure_6,plotted,hard_case,Research Domains,S3T007,alpha ALC,alpha ALC,alpha,,0.4429465414674122,0.4429465414674122,0.35778790285304285,0.35778790285304285,0.5221597466880146,0.5221597466880146,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,75 records,75,records,,,,,,,,,,,,,,,,,,,,,
figure_6,plotted,hard_case,Research Domains,S3T007,alpha ABL,alpha ABL,alpha,,0.4348981730590701,0.4348981730590701,0.35752219391003653,0.35752219391003653,0.5062883509554733,0.5062883509554733,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,75 records,75,records,,,,,,,,,,,,,,,,,,,,,
figure_6,plotted,hard_case,Research Domains,S3T007,delta_A,delta_A,delta,,-0.023623678519905322,-0.023623678519905322,-0.08214815759469905,-0.08214815759469905,0.03443890090959695,0.03443890090959695,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,75 records,75,records,,,,,,,,,,,,,,,,,,,,,
figure_6,plotted,hard_case,Research Domains,S3T007,delta_B,delta_B,delta,,-0.019341275053380347,-0.019341275053380347,-0.07584722018805098,-0.07584722018805098,0.0388734343298827,0.0388734343298827,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,75 records,75,records,,,,,,,,,,,,,,,,,,,,,
figure_6,plotted,hard_case,Research Domains,S3T007,delta_C,delta_C,delta,,-0.027389643461722457,-0.027389643461722457,-0.09145152155082648,-0.09145152155082648,0.03537916196925648,0.03537916196925648,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,75 records,75,records,,,,,,,,,,,,,,,,,,,,,
figure_6,plotted,hard_case,Research Domains,S3T007,delta_min,delta_min,delta,,-0.027389643461722457,-0.027389643461722457,-0.09563393858782052,-0.09563393858782052,0.010487383888573898,0.010487383888573898,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,75 records,75,records,,,,,,,,,,,,,,,,,,,,,
figure_6,plotted,hard_case,Analytical Purposes,S3T008,alpha ABC,alpha ABC,alpha,,0.29174237392340174,0.29174237392340174,0.19358545135196356,0.19358545135196356,0.37686649364084956,0.37686649364084956,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,75 records,75,records,,,,,,,,,,,,,,,,,,,,,
figure_6,plotted,hard_case,Analytical Purposes,S3T008,alpha LBC,alpha LBC,alpha,,0.18259925261107035,0.18259925261107035,0.09584068148568015,0.09584068148568015,0.2600351722854806,0.2600351722854806,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,75 records,75,records,,,,,,,,,,,,,,,,,,,,,
figure_6,plotted,hard_case,Analytical Purposes,S3T008,alpha ALC,alpha ALC,alpha,,0.17791957263688996,0.17791957263688996,0.09738740729773068,0.09738740729773068,0.25000906995341393,0.25000906995341393,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,75 records,75,records,,,,,,,,,,,,,,,,,,,,,
figure_6,plotted,hard_case,Analytical Purposes,S3T008,alpha ABL,alpha ABL,alpha,,0.2556179923215066,0.2556179923215066,0.16981027861931486,0.16981027861931486,0.3434061915076594,0.3434061915076594,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,75 records,75,records,,,,,,,,,,,,,,,,,,,,,
figure_6,plotted,hard_case,Analytical Purposes,S3T008,delta_A,delta_A,delta,,-0.10914312131233139,-0.10914312131233139,-0.1825290234577135,-0.1825290234577135,-0.0341923574470923,-0.0341923574470923,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,75 records,75,records,,,,,,,,,,,,,,,,,,,,,
figure_6,plotted,hard_case,Analytical Purposes,S3T008,delta_B,delta_B,delta,,-0.11382280128651179,-0.11382280128651179,-0.18151261576022823,-0.18151261576022823,-0.046104920386667046,-0.046104920386667046,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,75 records,75,records,,,,,,,,,,,,,,,,,,,,,
figure_6,plotted,hard_case,Analytical Purposes,S3T008,delta_C,delta_C,delta,,-0.03612438160189513,-0.03612438160189513,-0.12628670219725688,-0.12628670219725688,0.05337672998179515,0.05337672998179515,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,75 records,75,records,,,,,,,,,,,,,,,,,,,,,
figure_6,plotted,hard_case,Analytical Purposes,S3T008,delta_min,delta_min,delta,,-0.11382280128651179,-0.11382280128651179,-0.19061601182254387,-0.19061601182254387,-0.05948533232203007,-0.05948533232203007,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,75 records,75,records,,,,,,,,,,,,,,,,,,,,,
figure_6,plotted,hard_case,COVID-19 tag,S2T008,alpha ABC,alpha ABC,alpha,,0.8099547511312217,0.8099547511312217,0.4977578475336323,0.4977578475336323,1.0,1.0,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,75 records,75,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_6,plotted,hard_case,COVID-19 tag,S2T008,alpha LBC,alpha LBC,alpha,,0.8660287081339713,0.8660287081339713,0.5936139332365746,0.5936139332365746,1.0,1.0,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 1998/2/2000,confidence unresolved,75 records,75,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_6,plotted,hard_case,COVID-19 tag,S2T008,alpha ALC,alpha ALC,alpha,,0.942769545222279,0.942769545222279,0.7419354838709677,0.7419354838709677,1.0,1.0,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,75 records,75,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_6,plotted,hard_case,COVID-19 tag,S2T008,alpha ABL,alpha ABL,alpha,,0.8099547511312217,0.8099547511312217,0.4977578475336323,0.4977578475336323,1.0,1.0,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,75 records,75,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_6,plotted,hard_case,COVID-19 tag,S2T008,delta_A,delta_A,delta,,0.05607395700274953,0.05607395700274953,0.0,0.0,0.23673060884070063,0.23673060884070063,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 1998/2/2000,confidence unresolved,75 records,75,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_6,plotted,hard_case,COVID-19 tag,S2T008,delta_B,delta_B,delta,,0.13281479409105723,0.13281479409105723,0.0,0.0,0.38067397476013815,0.38067397476013815,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,75 records,75,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_6,plotted,hard_case,COVID-19 tag,S2T008,delta_C,delta_C,delta,,0.0,0.0,0.0,0.0,0.0,0.0,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,75 records,75,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_6,plotted,hard_case,COVID-19 tag,S2T008,delta_min,delta_min,delta,,0.0,0.0,0.0,0.0,0.0,0.0,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 1998/2/2000,confidence unresolved,75 records,75,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_6,plotted,hard_case,Demographic disparities / equity tag,S2T007,alpha ABC,alpha ABC,alpha,,0.653652879783533,0.653652879783533,0.38646342650027976,0.38646342650027976,0.8431372549019608,0.8431372549019608,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,75 records,75,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_6,plotted,hard_case,Demographic disparities / equity tag,S2T007,alpha LBC,alpha LBC,alpha,,0.5390946502057612,0.5390946502057612,0.2282337105284328,0.2282337105284328,0.7530484143878604,0.7530484143878604,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,75 records,75,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_6,plotted,hard_case,Demographic disparities / equity tag,S2T007,alpha ALC,alpha ALC,alpha,,0.5670660997294164,0.5670660997294164,0.29890453834115804,0.29890453834115804,0.7695473251028807,0.7695473251028807,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,75 records,75,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_6,plotted,hard_case,Demographic disparities / equity tag,S2T007,alpha ABL,alpha ABL,alpha,,0.5660783469651314,0.5660783469651314,0.26315789473684215,0.26315789473684215,0.7905063708985277,0.7905063708985277,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,75 records,75,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_6,plotted,hard_case,Demographic disparities / equity tag,S2T007,delta_A,delta_A,delta,,-0.11455822957777184,-0.11455822957777184,-0.31820027986162114,-0.31820027986162114,0.06856568080552196,0.06856568080552196,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,75 records,75,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_6,plotted,hard_case,Demographic disparities / equity tag,S2T007,delta_B,delta_B,delta,,-0.08658678005411669,-0.08658678005411669,-0.26541464415442384,-0.26541464415442384,0.07574097872840718,0.07574097872840718,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,75 records,75,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_6,plotted,hard_case,Demographic disparities / equity tag,S2T007,delta_C,delta_C,delta,,-0.08757453281840166,-0.08757453281840166,-0.30271349112368257,-0.30271349112368257,0.10364289974932418,0.10364289974932418,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,75 records,75,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
figure_6,plotted,hard_case,Demographic disparities / equity tag,S2T007,delta_min,delta_min,delta,,-0.11455822957777184,-0.11455822957777184,-0.33012555322232656,-0.33012555322232656,0.0,0.0,R,R,bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,confidence unresolved,75 records,75,records,LOW SUPPORT,True,,,,,,,,,,,,,,,,,,,
