table_id,population,analysis_note,category,count,denominator,proportion,count_status,estimate_status,interval_status,interval_method,confidence_level,ci_lower,ci_upper,coder
SCF1T006,hard_case,DIAGNOSTIC — non-representative,High,23,75,0.30666666666666664,reported,reported,not_applied_diagnostic_sample,none,,,,C01
SCF1T006,hard_case,DIAGNOSTIC — non-representative,Medium,47,75,0.6266666666666667,reported,reported,not_applied_diagnostic_sample,none,,,,C01
SCF1T006,hard_case,DIAGNOSTIC — non-representative,Low,5,75,0.06666666666666667,reported,reported,not_applied_diagnostic_sample,none,,,,C01
SCF1T006,hard_case,DIAGNOSTIC — non-representative,High,24,75,0.32,reported,reported,not_applied_diagnostic_sample,none,,,,C02
SCF1T006,hard_case,DIAGNOSTIC — non-representative,Medium,48,75,0.64,reported,reported,not_applied_diagnostic_sample,none,,,,C02
SCF1T006,hard_case,DIAGNOSTIC — non-representative,Low,3,75,0.04,reported,reported,not_applied_diagnostic_sample,none,,,,C02
SCF1T006,hard_case,DIAGNOSTIC — non-representative,High,31,75,0.41333333333333333,reported,reported,not_applied_diagnostic_sample,none,,,,C03
SCF1T006,hard_case,DIAGNOSTIC — non-representative,Medium,44,75,0.5866666666666667,reported,reported,not_applied_diagnostic_sample,none,,,,C03
SCF1T006,hard_case,DIAGNOSTIC — non-representative,Low,0,75,0.0,reported,reported,not_applied_diagnostic_sample,none,,,,C03
