label,baseline_human_majority_support_n,support_band,C01–C02_estimate_string,C01–C02_estimate,C01–C02_lower_string,C01–C02_lower,C01–C02_upper_string,C01–C02_upper,C01–C02_estimate_status,C01–C02_interval_status,C01–C02_method,C01–C02_confidence,C01–C03_estimate_string,C01–C03_estimate,C01–C03_lower_string,C01–C03_lower,C01–C03_upper_string,C01–C03_upper,C01–C03_estimate_status,C01–C03_interval_status,C01–C03_method,C01–C03_confidence,C02–C03_estimate_string,C02–C03_estimate,C02–C03_lower_string,C02–C03_lower,C02–C03_upper_string,C02–C03_upper,C02–C03_estimate_status,C02–C03_interval_status,C02–C03_method,C02–C03_confidence,Fable 5–C01_estimate_string,Fable 5–C01_estimate,Fable 5–C01_lower_string,Fable 5–C01_lower,Fable 5–C01_upper_string,Fable 5–C01_upper,Fable 5–C01_estimate_status,Fable 5–C01_interval_status,Fable 5–C01_method,Fable 5–C01_confidence,Fable 5–C02_estimate_string,Fable 5–C02_estimate,Fable 5–C02_lower_string,Fable 5–C02_lower,Fable 5–C02_upper_string,Fable 5–C02_upper,Fable 5–C02_estimate_status,Fable 5–C02_interval_status,Fable 5–C02_method,Fable 5–C02_confidence,Fable 5–C03_estimate_string,Fable 5–C03_estimate,Fable 5–C03_lower_string,Fable 5–C03_lower,Fable 5–C03_upper_string,Fable 5–C03_upper,Fable 5–C03_estimate_status,Fable 5–C03_interval_status,Fable 5–C03_method,Fable 5–C03_confidence
Descriptive Monitoring,36,STANDARD,0.42424242424242425,0.42424242424242425,0.2718003685068386,0.2718003685068386,0.5663150804674348,0.5663150804674348,R,R,bootstrap_percentile,95%,0.3152972611890448,0.3152972611890448,0.14891277656953927,0.14891277656953927,0.4705963280846289,0.4705963280846289,R,R,bootstrap_percentile,95%,0.2950819672131146,0.2950819672131146,0.13169319826338638,0.13169319826338638,0.4465610094558955,0.4465610094558955,R,R,bootstrap_percentile,95%,0.3105515587529976,0.3105515587529976,0.15199921577160383,0.15199921577160383,0.46462249814325823,0.46462249814325823,R,R,bootstrap_percentile,95%,0.5544554455445545,0.5544554455445545,0.39924770892595524,0.39924770892595524,0.6901993144849261,0.6901993144849261,R,R,bootstrap_percentile,95%,0.21120412105602043,0.21120412105602043,0.0533444590316672,0.0533444590316672,0.3566263823686441,0.3566263823686441,R,R,bootstrap_percentile,95%
Policy Evaluation / Impact Analysis,30,STANDARD,0.5701357466063347,0.5701357466063347,0.4041461098569955,0.4041461098569955,0.7291093132893972,0.7291093132893972,R,R,bootstrap_percentile,95%,0.6276991809381981,0.6276991809381981,0.4734588129360205,0.4734588129360205,0.7646661262751681,0.7646661262751681,R,R,bootstrap_percentile,95%,0.3847241867043848,0.3847241867043848,0.206205178951867,0.206205178951867,0.5598267730988431,0.5598267730988431,R,R,bootstrap_percentile,95%,0.5337995337995336,0.5337995337995336,0.35226287817060414,0.35226287817060414,0.6839443296396935,0.6839443296396935,R,R,bootstrap_percentile,95%,0.6153846153846155,0.6153846153846155,0.4479316931661462,0.4479316931661462,0.7732566744922873,0.7732566744922873,R,R,bootstrap_percentile,95%,0.5160089352196574,0.5160089352196574,0.3427298467688208,0.3427298467688208,0.6740818189382184,0.6740818189382184,R,R,bootstrap_percentile,95%
Unclear from Register Entry,26,LOW SUPPORT,0.4011976047904193,0.4011976047904193,0.179290770219293,0.179290770219293,0.6054731187654627,0.6054731187654627,R,R,bootstrap_percentile,95%,0.27295191028321614,0.27295191028321614,0.15109956113656006,0.15109956113656006,0.401203826082217,0.401203826082217,R,R,bootstrap_percentile,95%,0.23631123919308347,0.23631123919308347,0.1299303944315543,0.1299303944315543,0.3506493506493506,0.3506493506493506,R,R,bootstrap_percentile,95%,0.07146876758581891,0.07146876758581891,0.0,0.0,0.22279792746113983,0.22279792746113983,R,R,bootstrap_percentile,95%,0.1139240506329105,0.1139240506329105,0.0,0.0,0.3349718009244184,0.3349718009244184,R,R,bootstrap_percentile,95%,0.016056393185823404,0.016056393185823404,0.0,0.0,0.05482041587901701,0.05482041587901701,R,R,bootstrap_percentile,95%
Outcome Tracking,19,LOW SUPPORT,0.355300859598854,0.355300859598854,0.18065547561950418,0.18065547561950418,0.519602065551659,0.519602065551659,R,R,bootstrap_percentile,95%,0.05541561712846416,0.05541561712846416,-0.06775291234622975,-0.06775291234622975,0.20689655172413762,0.20689655172413762,R,R,bootstrap_percentile,95%,0.07592407592407588,0.07592407592407588,-0.038159371492704826,-0.038159371492704826,0.21081713713913622,0.21081713713913622,R,R,bootstrap_percentile,95%,0.2863773497331166,0.2863773497331166,0.11812813793600395,0.11812813793600395,0.45230132331956,0.45230132331956,R,R,bootstrap_percentile,95%,0.47379960534970406,0.47379960534970406,0.31208173220333024,0.31208173220333024,0.6257034008727399,0.6257034008727399,R,R,bootstrap_percentile,95%,0.12672623883021958,0.12672623883021958,0.017467248908296838,0.017467248908296838,0.24593426789758174,0.24593426789758174,R,R,bootstrap_percentile,95%
Life-Course / Trajectory Analysis,9,RARE,,,,,,,W,W,,,,,,,,,W,W,,,,,,,,,W,W,,,,,,,,,W,W,,,,,,,,,W,W,,,,,,,,,W,W,,
Methodological / Infrastructure Research,7,RARE,,,,,,,W,W,,,,,,,,,W,W,,,,,,,,,W,W,,,,,,,,,W,W,,,,,,,,,W,W,,,,,,,,,W,W,,
Risk Prediction / Early Identification,1,RARE,,,,,,,W,W,,,,,,,,,W,W,,,,,,,,,W,W,,,,,,,,,W,W,,,,,,,,,W,W,,,,,,,,,W,W,,
Service Interaction / Systems Analysis,1,RARE,,,,,,,W,W,,,,,,,,,W,W,,,,,,,,,W,W,,,,,,,,,W,W,,,,,,,,,W,W,,,,,,,,,W,W,,
