dimension,group,n,alpha_abc,ci_lower,ci_upper
Research Domains,full,150,0.5263372741925536,0.4634547890677418,0.5827013561523641
Research Domains,exposed,31,0.36797531981799547,0.24745003708497518,0.4642375587205733
Research Domains,unexposed,119,0.5641166065993175,0.49313711299614826,0.6304714793091094
Research Domains,delta_enrichment,,-0.19614128678132203,-0.33686069552783454,-0.07991485824913713
