deliverable_id,role,population,dimension,label,source_order,series,quantity,pair,source_file,source_table_id,source_section,source_row_key,source_column_locator,source_value_string,parsed_value,interval_lower_string,parsed_interval_lower,interval_upper_string,parsed_interval_upper,estimate_status,interval_status,original_status_string,interval_method,confidence_level,denominator_string,sample_size,denominator_unit,support_string,support_band,exported_caution,eligible_for_per_label_performance,eligible_for_macro_average,performance_metrics_reportable,unavailable_reason,presentation_note,derivation_id,derivation_operands,row_group,display_percent
Figure 1,plotted,baseline,Analytical Purposes,,,alpha,alpha ALC,,analysis/scratch_coder_results/results.md,S3T002,S3,alpha ALC,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,0.24944189515977,0.24944189515977,0.1836683964830065,0.1836683964830065,0.3122342154613424,0.3122342154613424,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,150 records,150,records,,,,,,,,C01/Fable 5/C03,,,,
Figure 1,plotted,baseline,Analytical Purposes,,,alpha,alpha ABL,,analysis/scratch_coder_results/results.md,S3T002,S3,alpha ABL,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,0.35754042811994313,0.35754042811994313,0.2886426406123174,0.2886426406123174,0.4208494231896885,0.4208494231896885,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,150 records,150,records,,,,,,,,C01/C02/Fable 5,,,,
Figure 1,plotted,baseline,Analytical Purposes,,,delta,delta_A,,analysis/scratch_coder_results/results.md,S3T002,S3,delta_A,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,-0.016493292849379948,-0.016493292849379948,-0.06337903648234683,-0.06337903648234683,0.030864771560157517,0.030864771560157517,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,150 records,150,records,,,,,,,,LBC − ABC,,,,
Figure 1,plotted,baseline,Analytical Purposes,,,delta,delta_B,,analysis/scratch_coder_results/results.md,S3T002,S3,delta_B,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,-0.04266825138963548,-0.04266825138963548,-0.09007301341769156,-0.09007301341769156,0.004732355849434691,0.004732355849434691,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,150 records,150,records,,,,,,,,ALC − ABC,,,,
Figure 1,plotted,baseline,Analytical Purposes,,,delta,delta_C,,analysis/scratch_coder_results/results.md,S3T002,S3,delta_C,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,0.06543028157053765,0.06543028157053765,0.007164737080570046,0.007164737080570046,0.12509711575806076,0.12509711575806076,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,150 records,150,records,,,,,,,,ABL − ABC,,,,
Figure 1,plotted,baseline,Analytical Purposes,,,delta,delta_min,,analysis/scratch_coder_results/results.md,S3T002,S3,delta_min,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,-0.04266825138963548,-0.04266825138963548,-0.09028046253808193,-0.09028046253808193,-0.002141124278556386,-0.002141124278556386,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,150 records,150,records,,,,,,,,"minimum of delta_A, delta_B and delta_C; matching observed component(s): delta_B",,,,
Figure 1,plotted,baseline,Demographic disparities / equity,,,alpha,alpha ABC,,analysis/scratch_coder_results/results.md,S2T001,S2,alpha ABC,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,0.5124552887072049,0.5124552887072049,0.2997067814586063,0.2997067814586063,0.6908777969018933,0.6908777969018933,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,150 records,150,records,11,LOW SUPPORT,True,,,,,C01/C02/C03,,,,
Figure 1,plotted,baseline,Demographic disparities / equity,,,alpha,alpha LBC,,analysis/scratch_coder_results/results.md,S2T001,S2,alpha LBC,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,0.46846749892380535,0.46846749892380535,0.2716950527169506,0.2716950527169506,0.6445285010555947,0.6445285010555947,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,150 records,150,records,11,LOW SUPPORT,True,,,,,Fable 5/C02/C03,,,,
Figure 1,plotted,baseline,Demographic disparities / equity,,,alpha,alpha ALC,,analysis/scratch_coder_results/results.md,S2T001,S2,alpha ALC,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,0.43107544480228077,0.43107544480228077,0.23951035491569783,0.23951035491569783,0.5970117734016156,0.5970117734016156,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,150 records,150,records,11,LOW SUPPORT,True,,,,,C01/Fable 5/C03,,,,
Figure 1,plotted,baseline,Demographic disparities / equity,,,alpha,alpha ABL,,analysis/scratch_coder_results/results.md,S2T001,S2,alpha ABL,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,0.45243902439024386,0.45243902439024386,0.2394756503414479,0.2394756503414479,0.6331832352230231,0.6331832352230231,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,150 records,150,records,11,LOW SUPPORT,True,,,,,C01/C02/Fable 5,,,,
Figure 1,plotted,baseline,Demographic disparities / equity,,,delta,delta_A,,analysis/scratch_coder_results/results.md,S2T001,S2,delta_A,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,-0.04398778978339957,-0.04398778978339957,-0.18119918007452346,-0.18119918007452346,0.10390140935829086,0.10390140935829086,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,150 records,150,records,11,LOW SUPPORT,True,,,,,LBC − ABC,,,,
Figure 1,plotted,baseline,Demographic disparities / equity,,,delta,delta_B,,analysis/scratch_coder_results/results.md,S2T001,S2,delta_B,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,-0.08137984390492414,-0.08137984390492414,-0.17407822293304956,-0.17407822293304956,0.004117088549351349,0.004117088549351349,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,150 records,150,records,11,LOW SUPPORT,True,,,,,ALC − ABC,,,,
Figure 1,plotted,baseline,Demographic disparities / equity,,,delta,delta_C,,analysis/scratch_coder_results/results.md,S2T001,S2,delta_C,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,-0.060016264316961054,-0.060016264316961054,-0.18929305820359502,-0.18929305820359502,0.06963786707298113,0.06963786707298113,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,150 records,150,records,11,LOW SUPPORT,True,,,,,ABL − ABC,,,,
Figure 1,plotted,baseline,Demographic disparities / equity,,,delta,delta_min,,analysis/scratch_coder_results/results.md,S2T001,S2,delta_min,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,-0.08137984390492414,-0.08137984390492414,-0.2020064067359965,-0.2020064067359965,-0.006490658978949588,-0.006490658978949588,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,150 records,150,records,11,LOW SUPPORT,True,,,,,"minimum of delta_A, delta_B and delta_C; matching observed component(s): delta_B",,,,
Figure 1,plotted,baseline,COVID-19 & Pandemic,,,alpha,alpha ABC,,analysis/scratch_coder_results/results.md,S2T002,S2,alpha ABC,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,0.9397477187332259,0.9397477187332259,0.8355110514104286,0.8355110514104286,1.0,1.0,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,150 records,150,records,12,LOW SUPPORT,True,,,,,C01/C02/C03,,,,
Figure 1,plotted,baseline,COVID-19 & Pandemic,,,alpha,alpha LBC,,analysis/scratch_coder_results/results.md,S2T002,S2,alpha LBC,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,0.9397477187332259,0.9397477187332259,0.8355110514104286,0.8355110514104286,1.0,1.0,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,150 records,150,records,12,LOW SUPPORT,True,,,,,Fable 5/C02/C03,,,,
Figure 1,plotted,baseline,COVID-19 & Pandemic,,,alpha,alpha ALC,,analysis/scratch_coder_results/results.md,S2T002,S2,alpha ALC,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,0.9412342124206531,0.9412342124206531,0.84285,0.84285,1.0,1.0,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,150 records,150,records,12,LOW SUPPORT,True,,,,,C01/Fable 5/C03,,,,
Figure 1,plotted,baseline,COVID-19 & Pandemic,,,alpha,alpha ABL,,analysis/scratch_coder_results/results.md,S2T002,S2,alpha ABL,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,0.971320899335718,0.971320899335718,0.9021146718988445,0.9021146718988445,1.0,1.0,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,150 records,150,records,12,LOW SUPPORT,True,,,,,C01/C02/Fable 5,,,,
Figure 1,plotted,baseline,COVID-19 & Pandemic,,,delta,delta_A,,analysis/scratch_coder_results/results.md,S2T002,S2,delta_A,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,0.0,0.0,0.0,0.0,0.0,0.0,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,150 records,150,records,12,LOW SUPPORT,True,,,,,LBC − ABC,,,,
Figure 1,plotted,baseline,COVID-19 & Pandemic,,,delta,delta_B,,analysis/scratch_coder_results/results.md,S2T002,S2,delta_B,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,0.0014864936874271484,0.0014864936874271484,0.0,0.0,0.01283426004269339,0.01283426004269339,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,150 records,150,records,12,LOW SUPPORT,True,,,,,ALC − ABC,,,,
Figure 1,plotted,baseline,COVID-19 & Pandemic,,,delta,delta_C,,analysis/scratch_coder_results/results.md,S2T002,S2,delta_C,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,0.031573180602492035,0.031573180602492035,0.0,0.0,0.10967045588780952,0.10967045588780952,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,150 records,150,records,12,LOW SUPPORT,True,,,,,ABL − ABC,,,,
Figure 1,plotted,baseline,COVID-19 & Pandemic,,,delta,delta_min,,analysis/scratch_coder_results/results.md,S2T002,S2,delta_min,Estimate / count / flag; Interval lower; Interval upper; Estimate / interval status; method; draws,0.0,0.0,0.0,0.0,0.0,0.0,R,R,R/R; bootstrap_percentile; confidence unresolved; valid/invalid/requested draws 2000/0/2000,bootstrap_percentile,unresolved,150 records,150,records,12,LOW SUPPORT,True,,,,,"minimum of delta_A, delta_B and delta_C; matching observed component(s): delta_A",,,,
