quantity,state_n,estimate,lower,upper,valid_replicates,invalid_replicates,requested_replicates,interval_status
model_unclear_proportion,20,0; 0.000000,0.000000,0.000000,2000,0,2000,R
model_substantive_proportion,20,20; 1.000000,1.000000,1.000000,2000,0,2000,R
mean_substantive_labels,20,1.150000,1.000000,1.350000,2000,0,2000,R
support_0_of_3,20,17; 0.739130,0.545455,0.913043,2000,0,2000,R
support_1_of_3,20,6; 0.260870,0.086957,0.454545,2000,0,2000,R
support_2_of_3,20,0; 0.000000,0.000000,0.000000,2000,0,2000,R
support_3_of_3,20,0; 0.000000,0.000000,0.000000,2000,0,2000,R
